;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 13-Jun-13 4:43:34 PM
;----------------------------------------------

;Address Opcode 	ASM
0x0BC4	0xE0B0    	LDI        R27, lo_addr(?lstr45_Buzzer+0)
0x0BC6	0x2E4B    	MOV        R4, R27
0x0BC8	0xE0B1    	LDI        R27, hi_addr(?lstr45_Buzzer+0)
0x0BCA	0x2E5B    	MOV        R5, R27
0x0BCC	0xE0B6    	LDI        R27, 6
0x0BCE	0x2E3B    	MOV        R3, R27
0x0BD0	0xE0B2    	LDI        R27, 2
0x0BD2	0x2E2B    	MOV        R2, R27
0x0BD4	0xD0BD    	RCALL      _Lcd_Out+0
;Buzzer.c,236 :: 		Sound_play(D6,400);                      //play D6 for 400 milisecond
0x0BD6	0xE9B0    	LDI        R27, 144
0x0BD8	0x2E4B    	MOV        R4, R27
0x0BDA	0xE0B1    	LDI        R27, 1
0x0BDC	0x2E5B    	MOV        R5, R27
0x0BDE	0xE9B7    	LDI        R27, 151
0x0BE0	0x2E2B    	MOV        R2, R27
0x0BE2	0xE0B4    	LDI        R27, 4
0x0BE4	0x2E3B    	MOV        R3, R27
0x0BE6	0xDAA7    	RCALL      _Sound_Play+0
;Buzzer.c,238 :: 		Lcd_Out(2,10, "are!");                   //Show 'are' on LCD
0x0BE8	0xE0B4    	LDI        R27, lo_addr(?lstr46_Buzzer+0)
0x0BEA	0x2E4B    	MOV        R4, R27
0x0BEC	0xE0B1    	LDI        R27, hi_addr(?lstr46_Buzzer+0)
0x0BEE	0x2E5B    	MOV        R5, R27
0x0BF0	0xE0BA    	LDI        R27, 10
0x0BF2	0x2E3B    	MOV        R3, R27
0x0BF4	0xE0B2    	LDI        R27, 2
0x0BF6	0x2E2B    	MOV        R2, R27
0x0BF8	0xD0AB    	RCALL      _Lcd_Out+0
;Buzzer.c,239 :: 		Sound_play(C6,1000);                     //play C6 for 400 milisecond
0x0BFA	0xEEB8    	LDI        R27, 232
0x0BFC	0x2E4B    	MOV        R4, R27
0x0BFE	0xE0B3    	LDI        R27, 3
0x0C00	0x2E5B    	MOV        R5, R27
0x0C02	0xE1B7    	LDI        R27, 23
0x0C04	0x2E2B    	MOV        R2, R27
0x0C06	0xE0B4    	LDI        R27, 4
0x0C08	0x2E3B    	MOV        R3, R27
0x0C0A	0xDA95    	RCALL      _Sound_Play+0
;Buzzer.c,243 :: 		Delay_ms(1000);                          //wait for 1000 milisecond
0x0C0C	0xE522    	LDI        R18, 82
0x0C0E	0xE21B    	LDI        R17, 43
0x0C10	0xE000    	LDI        R16, 0
L_Twinkle21:
0x0C12	0x950A    	DEC        R16
0x0C14	0xF7F1    	BRNE       L_Twinkle21
0x0C16	0x951A    	DEC        R17
0x0C18	0xF7E1    	BRNE       L_Twinkle21
0x0C1A	0x952A    	DEC        R18
0x0C1C	0xF7D1    	BRNE       L_Twinkle21
0x0C1E	0x0000    	NOP
0x0C20	0x0000    	NOP
0x0C22	0x0000    	NOP
0x0C24	0x0000    	NOP
;Buzzer.c,244 :: 		Lcd_Cmd(_LCD_CLEAR);                     //clear LCD
0x0C26	0xE0B1    	LDI        R27, 1
0x0C28	0x2E2B    	MOV        R2, R27
0x0C2A	0xD030    	RCALL      _Lcd_Cmd+0
;Buzzer.c,245 :: 		Delay_ms(1);                             //wait for 1 milisecond
0x0C2C	0xE115    	LDI        R17, 21
0x0C2E	0xEC07    	LDI        R16, 199
L_Twinkle23:
0x0C30	0x950A    	DEC        R16
0x0C32	0xF7F1    	BRNE       L_Twinkle23
0x0C34	0x951A    	DEC        R17
0x0C36	0xF7E1    	BRNE       L_Twinkle23
;Buzzer.c,246 :: 		Lcd_Out(2,3, "Thank you!");              //Show 'Thank You' on LCD
0x0C38	0xEEB4    	LDI        R27, lo_addr(?lstr47_Buzzer+0)
0x0C3A	0x2E4B    	MOV        R4, R27
0x0C3C	0xE0B0    	LDI        R27, hi_addr(?lstr47_Buzzer+0)
0x0C3E	0x2E5B    	MOV        R5, R27
0x0C40	0xE0B3    	LDI        R27, 3
0x0C42	0x2E3B    	MOV        R3, R27
0x0C44	0xE0B2    	LDI        R27, 2
0x0C46	0x2E2B    	MOV        R2, R27
0x0C48	0xD083    	RCALL      _Lcd_Out+0
;Buzzer.c,247 :: 		Sound_Play(C7,100);                      //play C7 for 400 milisecond
0x0C4A	0xE6B4    	LDI        R27, 100
0x0C4C	0x2E4B    	MOV        R4, R27
0x0C4E	0xE0B0    	LDI        R27, 0
0x0C50	0x2E5B    	MOV        R5, R27
0x0C52	0xE2BD    	LDI        R27, 45
0x0C54	0x2E2B    	MOV        R2, R27
0x0C56	0xE0B8    	LDI        R27, 8
0x0C58	0x2E3B    	MOV        R3, R27
0x0C5A	0xDA6D    	RCALL      _Sound_Play+0
;Buzzer.c,249 :: 		Delay_ms(20);                            //Wait for 20 milisecond
0x0C5C	0xE022    	LDI        R18, 2
0x0C5E	0xEA10    	LDI        R17, 160
0x0C60	0xE903    	LDI        R16, 147
L_Twinkle25:
0x0C62	0x950A    	DEC        R16
0x0C64	0xF7F1    	BRNE       L_Twinkle25
0x0C66	0x951A    	DEC        R17
0x0C68	0xF7E1    	BRNE       L_Twinkle25
0x0C6A	0x952A    	DEC        R18
0x0C6C	0xF7D1    	BRNE       L_Twinkle25
0x0C6E	0x0000    	NOP
;Buzzer.c,250 :: 		Sound_Play(C7,1500);                     //play C7 for 400 milisecond
0x0C70	0xEDBC    	LDI        R27, 220
0x0C72	0x2E4B    	MOV        R4, R27
0x0C74	0xE0B5    	LDI        R27, 5
0x0C76	0x2E5B    	MOV        R5, R27
0x0C78	0xE2BD    	LDI        R27, 45
0x0C7A	0x2E2B    	MOV        R2, R27
0x0C7C	0xE0B8    	LDI        R27, 8
0x0C7E	0x2E3B    	MOV        R3, R27
0x0C80	0xDA5A    	RCALL      _Sound_Play+0
;Buzzer.c,252 :: 		}
L_end_Twinkle:
0x0C82	0x905F    	POP        R5
0x0C84	0x904F    	POP        R4
0x0C86	0x903F    	POP        R3
0x0C88	0x902F    	POP        R2
0x0C8A	0x9508    	RET
; end of _Twinkle
_Sound_Play:
0x0136	0x93CF    	PUSH       R28
0x0138	0x93DF    	PUSH       R29
0x013A	0xB7CD    	IN         R28, SPL+0
0x013C	0xB7DE    	IN         R29, SPL+1
0x013E	0x9724    	SBIW       R28, 4
0x0140	0xBFCD    	OUT        SPL+0, R28
0x0142	0xBFDE    	OUT        SPL+1, R29
0x0144	0x9621    	ADIW       R28, 1
;__Lib_Sound.c,28 :: 		
;__Lib_Sound.c,32 :: 		
0x0146	0xDF96    	RCALL      _Get_Fosc_kHz+0
0x0148	0xEE48    	LDI        R20, 232
0x014A	0xE053    	LDI        R21, 3
0x014C	0xE060    	LDI        R22, 0
0x014E	0xE070    	LDI        R23, 0
0x0150	0xDF96    	RCALL      _Mul_32x32+0
;__Lib_Sound.c,33 :: 		
0x0152	0x01A1    	MOVW       R20, R2
0x0154	0xE060    	LDI        R22, 0
0x0156	0x2F76    	MOV        R23, R22
0x0158	0xDFC0    	RCALL      _Div_32x32_U+0
0x015A	0x018B    	MOVW       R16, R22
0x015C	0x019C    	MOVW       R18, R24
;__Lib_Sound.c,34 :: 		
0x015E	0x9536    	LSR        R19
0x0160	0x9527    	ROR        R18
0x0162	0x9517    	ROR        R17
0x0164	0x9507    	ROR        R16
0x0166	0x8308    	STD        Y+0, R16
0x0168	0x8319    	STD        Y+1, R17
;__Lib_Sound.c,37 :: 		
0x016A	0xDF84    	RCALL      _Get_Fosc_kHz+0
0x016C	0x01A2    	MOVW       R20, R4
0x016E	0xE060    	LDI        R22, 0
0x0170	0x2F76    	MOV        R23, R22
0x0172	0xDF85    	RCALL      _Mul_32x32+0
0x0174	0x8148    	LDD        R20, Y+0
0x0176	0x8159    	LDD        R21, Y+1
0x0178	0xE060    	LDI        R22, 0
0x017A	0x2F76    	MOV        R23, R22
0x017C	0x0F44    	LSL        R20
0x017E	0x1F55    	ROL        R21
0x0180	0x1F66    	ROL        R22
0x0182	0x1F77    	ROL        R23
0x0184	0xDFAA    	RCALL      _Div_32x32_U+0
0x0186	0x018B    	MOVW       R16, R22
0x0188	0x019C    	MOVW       R18, R24
; per_nc start address is: 20 (R20)
0x018A	0x01A8    	MOVW       R20, R16
0x018C	0x01B9    	MOVW       R22, R18
;__Lib_Sound.c,39 :: 		
0x018E	0x937F    	PUSH       R23
0x0190	0x936F    	PUSH       R22
0x0192	0x935F    	PUSH       R21
0x0194	0x934F    	PUSH       R20
0x0196	0xE04A    	LDI        R20, 10
0x0198	0xE050    	LDI        R21, 0
0x019A	0x8108    	LDD        R16, Y+0
0x019C	0x8119    	LDD        R17, Y+1
0x019E	0xDF89    	RCALL      _Div_16x16_U+0
0x01A0	0x018C    	MOVW       R16, R24
0x01A2	0x914F    	POP        R20
0x01A4	0x915F    	POP        R21
0x01A6	0x916F    	POP        R22
0x01A8	0x917F    	POP        R23
0x01AA	0x8308    	STD        Y+0, R16
0x01AC	0x8319    	STD        Y+1, R17
; per_nc end address is: 20 (R20)
;__Lib_Sound.c,42 :: 		
L_Sound_Play0:
; per_nc start address is: 20 (R20)
0x01AE	0xE000    	LDI        R16, 0
0x01B0	0xE010    	LDI        R17, 0
0x01B2	0xE020    	LDI        R18, 0
0x01B4	0xE030    	LDI        R19, 0
0x01B6	0x1704    	CP         R16, R20
0x01B8	0x0715    	CPC        R17, R21
0x01BA	0x0726    	CPC        R18, R22
0x01BC	0x0737    	CPC        R19, R23
0x01BE	0xF008    	BRLO       L__Sound_Play16
0x01C0	0xC07D    	RJMP       L_Sound_Play1
L__Sound_Play16:
;__Lib_Sound.c,43 :: 		
0x01C2	0x015991E0  	LDS        R30, __Lib_Sound_port_addr+0
0x01C6	0x015A91F0  	LDS        R31, __Lib_Sound_port_addr+1
0x01CA	0x8110    	LD         R17, Z
0x01CC	0x015D9100  	LDS        R16, __Lib_Sound_bit_mask_1+0
0x01D0	0x2B01    	OR         R16, R17
0x01D2	0x015991E0  	LDS        R30, __Lib_Sound_port_addr+0
0x01D6	0x015A91F0  	LDS        R31, __Lib_Sound_port_addr+1
0x01DA	0x8300    	ST         Z, R16
;__Lib_Sound.c,46 :: 		
0x01DC	0x018E    	MOVW       R16, R28
0x01DE	0x01F8    	MOVW       R30, R16
0x01E0	0x9631    	ADIW       R30, 1
0x01E2	0x8100    	LD         R16, Z
0x01E4	0x2300    	TST        R16
0x01E6	0xF119    	BREQ       L__Sound_Play10
L__Sound_Play17:
;__Lib_Sound.c,47 :: 		
0x01E8	0xE0B0    	LDI        R27, 0
0x01EA	0x83BA    	STD        Y+2, R27
0x01EC	0x83BB    	STD        Y+3, R27
; per_nc end address is: 20 (R20)
0x01EE	0x2F34    	MOV        R19, R20
0x01F0	0x2F45    	MOV        R20, R21
0x01F2	0x2F56    	MOV        R21, R22
0x01F4	0x2F67    	MOV        R22, R23
L_Sound_Play3:
; per_nc start address is: 19 (R19)
0x01F6	0x018E    	MOVW       R16, R28
0x01F8	0x01F8    	MOVW       R30, R16
0x01FA	0x9631    	ADIW       R30, 1
0x01FC	0x8120    	LD         R18, Z
0x01FE	0x810A    	LDD        R16, Y+2
0x0200	0x811B    	LDD        R17, Y+3
0x0202	0x1702    	CP         R16, R18
0x0204	0xE0B0    	LDI        R27, 0
0x0206	0x071B    	CPC        R17, R27
0x0208	0xF468    	BRSH       L_Sound_Play4
L__Sound_Play18:
;__Lib_Sound.c,48 :: 		
0x020A	0x923F    	PUSH       R3
0x020C	0x922F    	PUSH       R2
0x020E	0x2422    	CLR        R2
0x0210	0xDF21    	RCALL      _Delay_Cyc+0
0x0212	0x902F    	POP        R2
0x0214	0x903F    	POP        R3
;__Lib_Sound.c,47 :: 		
0x0216	0x810A    	LDD        R16, Y+2
0x0218	0x811B    	LDD        R17, Y+3
0x021A	0x5F0F    	SUBI       R16, 255
0x021C	0x4F1F    	SBCI       R17, 255
0x021E	0x830A    	STD        Y+2, R16
0x0220	0x831B    	STD        Y+3, R17
;__Lib_Sound.c,49 :: 		
0x0222	0xCFE9    	RJMP       L_Sound_Play3
L_Sound_Play4:
;__Lib_Sound.c,50 :: 		
0x0224	0x2F76    	MOV        R23, R22
0x0226	0x2F65    	MOV        R22, R21
0x0228	0x2F54    	MOV        R21, R20
0x022A	0x2F43    	MOV        R20, R19
0x022C	0xC000    	RJMP       L_Sound_Play2
; per_nc end address is: 19 (R19)
L__Sound_Play10:
;__Lib_Sound.c,46 :: 		
;__Lib_Sound.c,50 :: 		
L_Sound_Play2:
;__Lib_Sound.c,51 :: 		
; per_nc start address is: 20 (R20)
0x022E	0x01FE    	MOVW       R30, R28
0x0230	0x8100    	LD         R16, Z
0x0232	0x923F    	PUSH       R3
0x0234	0x922F    	PUSH       R2
0x0236	0x2E20    	MOV        R2, R16
0x0238	0xDF0D    	RCALL      _Delay_Cyc+0
0x023A	0x902F    	POP        R2
0x023C	0x903F    	POP        R3
;__Lib_Sound.c,53 :: 		
0x023E	0x015991E0  	LDS        R30, __Lib_Sound_port_addr+0
0x0242	0x015A91F0  	LDS        R31, __Lib_Sound_port_addr+1
0x0246	0x8110    	LD         R17, Z
0x0248	0x015E9100  	LDS        R16, __Lib_Sound_bit_mask_0+0
0x024C	0x2301    	AND        R16, R17
0x024E	0x015991E0  	LDS        R30, __Lib_Sound_port_addr+0
0x0252	0x015A91F0  	LDS        R31, __Lib_Sound_port_addr+1
0x0256	0x8300    	ST         Z, R16
;__Lib_Sound.c,56 :: 		
0x0258	0x018E    	MOVW       R16, R28
0x025A	0x01F8    	MOVW       R30, R16
0x025C	0x9631    	ADIW       R30, 1
0x025E	0x8100    	LD         R16, Z
0x0260	0x2300    	TST        R16
0x0262	0xF0D9    	BREQ       L__Sound_Play11
L__Sound_Play19:
;__Lib_Sound.c,57 :: 		
0x0264	0xE0B0    	LDI        R27, 0
0x0266	0x83BA    	STD        Y+2, R27
0x0268	0x83BB    	STD        Y+3, R27
; per_nc end address is: 20 (R20)
L_Sound_Play7:
; per_nc start address is: 20 (R20)
0x026A	0x018E    	MOVW       R16, R28
0x026C	0x01F8    	MOVW       R30, R16
0x026E	0x9631    	ADIW       R30, 1
0x0270	0x8120    	LD         R18, Z
0x0272	0x810A    	LDD        R16, Y+2
0x0274	0x811B    	LDD        R17, Y+3
0x0276	0x1702    	CP         R16, R18
0x0278	0xE0B0    	LDI        R27, 0
0x027A	0x071B    	CPC        R17, R27
0x027C	0xF468    	BRSH       L_Sound_Play8
L__Sound_Play20:
;__Lib_Sound.c,58 :: 		
0x027E	0x923F    	PUSH       R3
0x0280	0x922F    	PUSH       R2
0x0282	0x2422    	CLR        R2
0x0284	0xDEE7    	RCALL      _Delay_Cyc+0
0x0286	0x902F    	POP        R2
0x0288	0x903F    	POP        R3
;__Lib_Sound.c,57 :: 		
0x028A	0x810A    	LDD        R16, Y+2
0x028C	0x811B    	LDD        R17, Y+3
0x028E	0x5F0F    	SUBI       R16, 255
0x0290	0x4F1F    	SBCI       R17, 255
0x0292	0x830A    	STD        Y+2, R16
0x0294	0x831B    	STD        Y+3, R17
;__Lib_Sound.c,59 :: 		
0x0296	0xCFE9    	RJMP       L_Sound_Play7
L_Sound_Play8:
;__Lib_Sound.c,60 :: 		
0x0298	0xC000    	RJMP       L_Sound_Play6
; per_nc end address is: 20 (R20)
L__Sound_Play11:
;__Lib_Sound.c,56 :: 		
;__Lib_Sound.c,60 :: 		
L_Sound_Play6:
;__Lib_Sound.c,61 :: 		
; per_nc start address is: 20 (R20)
0x029A	0x01FE    	MOVW       R30, R28
0x029C	0x8100    	LD         R16, Z
0x029E	0x923F    	PUSH       R3
0x02A0	0x922F    	PUSH       R2
0x02A2	0x2E20    	MOV        R2, R16
0x02A4	0xDED7    	RCALL      _Delay_Cyc+0
0x02A6	0x902F    	POP        R2
0x02A8	0x903F    	POP        R3
;__Lib_Sound.c,63 :: 		
0x02AA	0x018A    	MOVW       R16, R20
0x02AC	0x019B    	MOVW       R18, R22
0x02AE	0x5001    	SUBI       R16, 1
0x02B0	0x4010    	SBCI       R17, 0
0x02B2	0x4020    	SBCI       R18, 0
0x02B4	0x4030    	SBCI       R19, 0
0x02B6	0x01A8    	MOVW       R20, R16
0x02B8	0x01B9    	MOVW       R22, R18
;__Lib_Sound.c,65 :: 		
; per_nc end address is: 20 (R20)
0x02BA	0xCF79    	RJMP       L_Sound_Play0
L_Sound_Play1:
;__Lib_Sound.c,66 :: 		
0x02BC	0x015991E0  	LDS        R30, __Lib_Sound_port_addr+0
0x02C0	0x015A91F0  	LDS        R31, __Lib_Sound_port_addr+1
0x02C4	0x8110    	LD         R17, Z
0x02C6	0x015E9100  	LDS        R16, __Lib_Sound_bit_mask_0+0
0x02CA	0x2301    	AND        R16, R17
0x02CC	0x015991E0  	LDS        R30, __Lib_Sound_port_addr+0
0x02D0	0x015A91F0  	LDS        R31, __Lib_Sound_port_addr+1
0x02D4	0x8300    	ST         Z, R16
;__Lib_Sound.c,67 :: 		
L_end_Sound_Play:
0x02D6	0x9623    	ADIW       R28, 3
0x02D8	0xBFCD    	OUT        SPL+0, R28
0x02DA	0xBFDE    	OUT        SPL+1, R29
0x02DC	0x91DF    	POP        R29
0x02DE	0x91CF    	POP        R28
0x02E0	0x9508    	RET
; end of _Sound_Play
_Get_Fosc_kHz:
;__Lib_Delays.c,1 :: 		unsigned long Get_Fosc_kHz(){
;__Lib_Delays.c,3 :: 		return Clock_kHz();
0x0074	0xE800    	LDI        R16, 128
0x0076	0xE31E    	LDI        R17, 62
0x0078	0xE020    	LDI        R18, 0
0x007A	0xE030    	LDI        R19, 0
;__Lib_Delays.c,4 :: 		}
L_end_Get_Fosc_kHz:
0x007C	0x9508    	RET
; end of _Get_Fosc_kHz
_Delay_Cyc:
;__Lib_Delays.c,64 :: 		void Delay_Cyc(char cycles_div_by_10)  {  // Cycles_div_by_10 parameter range: min=4, max=255
;__Lib_Delays.c,67 :: 		loc = cycles_div_by_10;
0x0054	0x2C02    	MOV        R0, R2
;__Lib_Delays.c,68 :: 		loc = loc - 4;             // this and NOPs on exit compensate code before loop
0x0056	0x2C02    	MOV        R0, R2
0x0058	0xE0B4    	LDI        R27, 4
0x005A	0x1A0B    	SUB        R0, R27
;__Lib_Delays.c,69 :: 		while (loc > 0) {          // this loop should last 10cycles
L_Delay_Cyc26:
0x005C	0xE000    	LDI        R16, 0
0x005E	0x1500    	CP         R16, R0
0x0060	0xF430    	BRSH       L_Delay_Cyc27
L__Delay_Cyc47:
;__Lib_Delays.c,70 :: 		loc--;
0x0062	0xE0B1    	LDI        R27, 1
0x0064	0x1A0B    	SUB        R0, R27
;__Lib_Delays.c,72 :: 		NOP
0x0066	0x0000    	NOP
;__Lib_Delays.c,73 :: 		NOP
0x0068	0x0000    	NOP
;__Lib_Delays.c,74 :: 		NOP
0x006A	0x0000    	NOP
;__Lib_Delays.c,76 :: 		}
0x006C	0xCFF7    	RJMP       L_Delay_Cyc26
L_Delay_Cyc27:
;__Lib_Delays.c,79 :: 		NOP
0x006E	0x0000    	NOP
;__Lib_Delays.c,80 :: 		NOP
0x0070	0x0000    	NOP
;__Lib_Delays.c,82 :: 		}
L_end_Delay_Cyc:
0x0072	0x9508    	RET
; end of _Delay_Cyc
_Mul_32x32:
;__Lib_Math.c,82 :: 		
;__Lib_Math.c,84 :: 		
0x007E	0x27BB    	CLR        R27
;__Lib_Math.c,85 :: 		
0x0080	0x27AA    	CLR        R26
;__Lib_Math.c,86 :: 		
0x0082	0x2799    	CLR        R25
;__Lib_Math.c,87 :: 		
0x0084	0x2788    	CLR        R24
;__Lib_Math.c,88 :: 		
Mul_32x32_L1:
;__Lib_Math.c,89 :: 		
0x0086	0xFF00    	SBRS       R16, 0
;__Lib_Math.c,90 :: 		
0x0088	0xC004    	RJMP       Mul_32x32_L2
;__Lib_Math.c,91 :: 		
0x008A	0x0F84    	ADD        R24, R20
;__Lib_Math.c,92 :: 		
0x008C	0x1F95    	ADC        R25, R21
;__Lib_Math.c,93 :: 		
0x008E	0x1FA6    	ADC        R26, R22
;__Lib_Math.c,94 :: 		
0x0090	0x1FB7    	ADC        R27, R23
;__Lib_Math.c,95 :: 		
Mul_32x32_L2:
;__Lib_Math.c,96 :: 		
0x0092	0x0F44    	LSL        R20
;__Lib_Math.c,97 :: 		
0x0094	0x1F55    	ROL        R21
;__Lib_Math.c,98 :: 		
0x0096	0x1F66    	ROL        R22
;__Lib_Math.c,99 :: 		
0x0098	0x1F77    	ROL        R23
;__Lib_Math.c,100 :: 		
0x009A	0x9536    	LSR        R19
;__Lib_Math.c,101 :: 		
0x009C	0x9527    	ROR        R18
;__Lib_Math.c,102 :: 		
0x009E	0x9517    	ROR        R17
;__Lib_Math.c,103 :: 		
0x00A0	0x9507    	ROR        R16
;__Lib_Math.c,104 :: 		
0x00A2	0xF789    	BRNE       Mul_32x32_L1
;__Lib_Math.c,105 :: 		
0x00A4	0x5030    	SUBI       R19, 0
;__Lib_Math.c,106 :: 		
0x00A6	0x4020    	SBCI       R18, 0
;__Lib_Math.c,107 :: 		
0x00A8	0x0710    	CPC        R17, R16
;__Lib_Math.c,108 :: 		
0x00AA	0xF769    	BRNE       Mul_32x32_L1
;__Lib_Math.c,109 :: 		
Mul_32x32_L3:
;__Lib_Math.c,110 :: 		
0x00AC	0x019D    	MOVW       R18, R26
;__Lib_Math.c,111 :: 		
0x00AE	0x018C    	MOVW       R16, R24
;__Lib_Math.c,113 :: 		
L_end_Mul_32x32:
0x00B0	0x9508    	RET
; end of _Mul_32x32
_Div_32x32_U:
;__Lib_Math.c,243 :: 		
;__Lib_Math.c,246 :: 		
0x00DA	0x01C9    	MOVW       R24, R18
;__Lib_Math.c,247 :: 		
0x00DC	0x019A    	MOVW       R18, R20
;__Lib_Math.c,248 :: 		
0x00DE	0x01AB    	MOVW       R20, R22
;__Lib_Math.c,249 :: 		
0x00E0	0x01B8    	MOVW       R22, R16
;__Lib_Math.c,251 :: 		
0x00E2	0xE2A1    	LDI        R26, 33
;__Lib_Math.c,252 :: 		
0x00E4	0x2E1A    	MOV        R1, R26
;__Lib_Math.c,253 :: 		
0x00E6	0x1BAA    	SUB        R26, R26
;__Lib_Math.c,254 :: 		
0x00E8	0x1BBB    	SUB        R27, R27
;__Lib_Math.c,255 :: 		
0x00EA	0x01FD    	MOVW       R30, R26
;__Lib_Math.c,256 :: 		
0x00EC	0xC00D    	RJMP       Div_32x32_U_L2
;__Lib_Math.c,257 :: 		
Div_32x32_U_L1:
;__Lib_Math.c,258 :: 		
0x00EE	0x1FAA    	ROL        R26
;__Lib_Math.c,259 :: 		
0x00F0	0x1FBB    	ROL        R27
;__Lib_Math.c,260 :: 		
0x00F2	0x1FEE    	ROL        R30
;__Lib_Math.c,261 :: 		
0x00F4	0x1FFF    	ROL        R31
;__Lib_Math.c,262 :: 		
0x00F6	0x17A2    	CP         R26, R18
;__Lib_Math.c,263 :: 		
0x00F8	0x07B3    	CPC        R27, R19
;__Lib_Math.c,264 :: 		
0x00FA	0x07E4    	CPC        R30, R20
;__Lib_Math.c,265 :: 		
0x00FC	0x07F5    	CPC        R31, R21
;__Lib_Math.c,266 :: 		
0x00FE	0xF020    	BRCS       Div_32x32_U_L2
;__Lib_Math.c,267 :: 		
0x0100	0x0BA2    	SBC        R26, R18
;__Lib_Math.c,268 :: 		
0x0102	0x0BB3    	SBC        R27, R19
;__Lib_Math.c,269 :: 		
0x0104	0x0BE4    	SBC        R30, R20
;__Lib_Math.c,270 :: 		
0x0106	0x0BF5    	SBC        R31, R21
;__Lib_Math.c,271 :: 		
Div_32x32_U_L2:
;__Lib_Math.c,272 :: 		
0x0108	0x1F66    	ROL        R22
;__Lib_Math.c,273 :: 		
0x010A	0x1F77    	ROL        R23
;__Lib_Math.c,274 :: 		
0x010C	0x1F88    	ROL        R24
;__Lib_Math.c,275 :: 		
0x010E	0x1F99    	ROL        R25
;__Lib_Math.c,276 :: 		
0x0110	0x941A    	DEC        R1
;__Lib_Math.c,277 :: 		
0x0112	0xF769    	BRNE       Div_32x32_U_L1
;__Lib_Math.c,278 :: 		
0x0114	0x9560    	COM        R22
;__Lib_Math.c,279 :: 		
0x0116	0x9570    	COM        R23
;__Lib_Math.c,280 :: 		
0x0118	0x9580    	COM        R24
;__Lib_Math.c,281 :: 		
0x011A	0x9590    	COM        R25
;__Lib_Math.c,284 :: 		
L_end_Div_32x32_U:
0x011C	0x9508    	RET
; end of _Div_32x32_U
_Div_16x16_U:
;__Lib_Math.c,208 :: 		
;__Lib_Math.c,211 :: 		
0x00B2	0x01C8    	MOVW       R24, R16
;__Lib_Math.c,212 :: 		
0x00B4	0x01BA    	MOVW       R22, R20
;__Lib_Math.c,214 :: 		
0x00B6	0x1BAA    	SUB        R26, R26
;__Lib_Math.c,215 :: 		
0x00B8	0x1BBB    	SUB        R27, R27
;__Lib_Math.c,216 :: 		
0x00BA	0xE151    	LDI        R21, 17
;__Lib_Math.c,217 :: 		
0x00BC	0xC007    	RJMP       Div_16x16_U_L2
;__Lib_Math.c,218 :: 		
Div_16x16_U_L1:
;__Lib_Math.c,219 :: 		
0x00BE	0x1FAA    	ROL        R26
;__Lib_Math.c,220 :: 		
0x00C0	0x1FBB    	ROL        R27
;__Lib_Math.c,221 :: 		
0x00C2	0x17A6    	CP         R26, R22
;__Lib_Math.c,222 :: 		
0x00C4	0x07B7    	CPC        R27, R23
;__Lib_Math.c,223 :: 		
0x00C6	0xF010    	BRCS       Div_16x16_U_L2
;__Lib_Math.c,224 :: 		
0x00C8	0x1BA6    	SUB        R26, R22
;__Lib_Math.c,225 :: 		
0x00CA	0x0BB7    	SBC        R27, R23
;__Lib_Math.c,226 :: 		
Div_16x16_U_L2:
;__Lib_Math.c,227 :: 		
0x00CC	0x1F88    	ROL        R24
;__Lib_Math.c,228 :: 		
0x00CE	0x1F99    	ROL        R25
;__Lib_Math.c,229 :: 		
0x00D0	0x955A    	DEC        R21
;__Lib_Math.c,230 :: 		
0x00D2	0xF7A9    	BRNE       Div_16x16_U_L1
;__Lib_Math.c,231 :: 		
0x00D4	0x9580    	COM        R24
;__Lib_Math.c,232 :: 		
0x00D6	0x9590    	COM        R25
;__Lib_Math.c,235 :: 		
L_end_Div_16x16_U:
0x00D8	0x9508    	RET
; end of _Div_16x16_U
___CC2DW:
;__Lib_System.c,25 :: 		
;__Lib_System.c,27 :: 		
L_loopDW:
;__Lib_System.c,28 :: 		
0x0538	0x9005    	LPM        R0, Z+
;__Lib_System.c,29 :: 		
0x053A	0x920D    	ST         X+, R0
;__Lib_System.c,30 :: 		
0x053C	0x9701    	SBIW       R24, 1
;__Lib_System.c,31 :: 		
0x053E	0xF7E1    	BRNE       L_loopDW
;__Lib_System.c,33 :: 		
L_end___CC2DW:
0x0540	0x9508    	RET
; end of ___CC2DW
0x0F9A	0xE6A0    	LDI        R26, 96
0x0F9C	0xE0B0    	LDI        R27, 0
0x0F9E	0xEAE2    	LDI        R30, 162
0x0FA0	0xE0FE    	LDI        R31, 14
0x0FA2	0xEF88    	LDI        R24, 248
0x0FA4	0xE090    	LDI        R25, 0
0x0FA6	0x029C940E  	CALL       ___CC2DW
0x0FAA	0x9508    	RET
;Buzzer.c,0 :: ?ICS?lstr34_Buzzer
0x0EA2	0x6C6B ;?ICS?lstr34_Buzzer+0
0x0EA4	0x0065 ;?ICS?lstr34_Buzzer+2
; end of ?ICS?lstr34_Buzzer
;Buzzer.c,0 :: ?ICS?lstr35_Buzzer
0x0EA6	0x7754 ;?ICS?lstr35_Buzzer+0
0x0EA8	0x6E69 ;?ICS?lstr35_Buzzer+2
0x0EAA	0x00 ;?ICS?lstr35_Buzzer+4
; end of ?ICS?lstr35_Buzzer
